Event_date,Site,Latitude,Longitude,Measurement_type,Measurement
2021-12-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-02-22T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-12-03T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-07-27T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-25T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-01-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-08-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-03-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-05-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-08-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-02T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-02-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-05-07T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-07-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-17T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-01-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-04-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-08-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-05-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-12-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-05-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-12-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-10-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-05-04T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-04-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-12-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-11-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-12-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-05-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2022-01-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2021-01-23T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-11-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2022-01-17T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
