"","SampleID","Site","Type","Bottle_number","Analyte","dilution","Peak_Concentration","Concentration_Units","Rep","Event_Date","Date","time","Stage","Notes","Lab","missing","Sample_ID_NOTES","cations_now"
"603","740","RC","ISCO","2.0","DOC",1,4.192,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 15:21:00,"flood",NA,"GEL",NA,NA,NA
"604","741","RC","ISCO","3.0","DOC",1,9.72,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 15:36:00,"flood",NA,"GEL",NA,NA,NA
"605","742","RC","ISCO","3.0","DOC",1,9.794,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 15:36:00,"flood",NA,"GEL",NA,NA,NA
"606","743","RC","ISCO","4.0","DOC",1,5.827,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 15:51:00,"flood",NA,"GEL",NA,NA,NA
"607","744","RC","ISCO","4.0","DOC",1,4.409,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 15:51:00,"flood",NA,"GEL",NA,NA,NA
"608","745","RC","ISCO","5.0","DOC",1,6.486,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 16:06:00,"flood",NA,"GEL",NA,NA,NA
"609","746","RC","ISCO","5.0","DOC",1,5.56,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 16:06:00,"flood",NA,"GEL",NA,NA,NA
"610","747","RC","ISCO","6.0","DOC",1,3.929,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 16:21:00,"flood",NA,"GEL",NA,NA,NA
"611","748","RC","ISCO","6.0","DOC",1,4.853,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 16:21:00,"flood",NA,"GEL",NA,NA,NA
"612","749","RC","ISCO","7.0","DOC",1,6.799,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 16:36:00,"flood",NA,"GEL",NA,NA,NA
"613","750","RC","ISCO","7.0","DOC",1,4.582,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 16:36:00,"flood",NA,"GEL",NA,NA,NA
"614","751","RC","ISCO","8.0","DOC",1,4.799,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 16:51:00,"flood",NA,"GEL",NA,NA,NA
"615","752","RC","ISCO","8.0","DOC",1,4.624,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 16:51:00,"flood",NA,"GEL",NA,NA,NA
"616","753","RC","ISCO","13.0","DOC",1,8.388,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 18:21:00,"flood",NA,"GEL",NA,NA,NA
"617","754","RC","ISCO","13.0","DOC",1,6.923,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 18:21:00,"flood",NA,"GEL",NA,NA,NA
"618","755","RC","ISCO","14.0","DOC",1,8.056,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 19:21:00,"flood",NA,"GEL",NA,NA,NA
"619","756","RC","ISCO","14.0","DOC",1,9.159,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 19:21:00,"flood",NA,"GEL",NA,NA,NA
"620","757","RC","ISCO","15.0","DOC",1,9.55,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 20:21:00,"flood",NA,"GEL",NA,NA,NA
"621","758","RC","ISCO","15.0","DOC",1,8.587,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 20:21:00,"flood",NA,"GEL",NA,NA,NA
"622","759","RC","ISCO","16.0","DOC",1,7.94,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 21:21:00,"flood",NA,"GEL",NA,NA,NA
"623","760","RC","ISCO","16.0","DOC",1,9.798,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 21:21:00,"flood",NA,"GEL",NA,NA,NA
"624","761","SS","ISCO","3.0","DOC",1,7.72,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 12:20:00,"flood",NA,"GEL",NA,NA,NA
"625","762","SS","ISCO","3.0","DOC",1,8.034,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 12:20:00,"flood",NA,"GEL",NA,NA,NA
"626","763","SS","ISCO","4.0","DOC",1,6.328,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 12:35:00,"flood",NA,"GEL",NA,NA,NA
"627","764","SS","ISCO","4.0","DOC",1,7.714,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 12:35:00,"flood",NA,"GEL",NA,NA,NA
"628","765","SS","ISCO","5.0","DOC",1,10.51,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 12:50:00,"flood",NA,"GEL",NA,NA,NA
"629","766","SS","ISCO","5.0","DOC",1,10.03,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 12:50:00,"flood",NA,"GEL",NA,NA,NA
"630","767","SS","ISCO","6.0","DOC",1,9.927,"mg/L","1.0",2021-08-18,2021-08-18,1899-12-31 13:05:00,"flood",NA,"GEL",NA,NA,NA
"631","768","SS","ISCO","6.0","DOC",1,10.82,"mg/L","2.0",2021-08-18,2021-08-18,1899-12-31 13:05:00,"flood",NA,"GEL",NA,NA,NA
"632","769","IS","ISCO","2.0","DOC",1,8.855,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 18:32:00,"flood",NA,"GEL",NA,NA,NA
"633","770","IS","ISCO","2.0","DOC",1,8.944,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 18:32:00,"flood",NA,"GEL",NA,NA,NA
"634","771","IS","ISCO","4.0","DOC",1,5,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 19:02:00,"flood",NA,"GEL",NA,NA,NA
"635","772","IS","ISCO","4.0","DOC",1,4.564,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 19:02:00,"flood",NA,"GEL",NA,NA,NA
"636","773","IS","ISCO","5.0","DOC",1,4.655,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 19:16:00,"flood",NA,"GEL",NA,NA,NA
"637","774","IS","ISCO","5.0","DOC",1,6.721,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 19:16:00,"flood",NA,"GEL",NA,NA,NA
"638","775","IS","ISCO","6.0","DOC",1,8.23,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 19:31:00,"flood",NA,"GEL",NA,NA,NA
"639","776","IS","ISCO","6.0","DOC",1,8.186,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 19:31:00,"flood",NA,"GEL",NA,NA,NA
"640","777","IS","ISCO","7.0","DOC",1,8.117,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 19:46:00,"flood",NA,"GEL",NA,NA,NA
"641","778","IS","ISCO","7.0","DOC",1,8.202,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 19:46:00,"flood",NA,"GEL",NA,NA,NA
"642","779","IS","ISCO","8.0","DOC",1,8.262,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 20:01:00,"flood",NA,"GEL",NA,NA,NA
"643","780","IS","ISCO","8.0","DOC",1,8.223,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 20:01:00,"flood",NA,"GEL",NA,NA,NA
"644","781","IS","ISCO","9.0","DOC",1,7.92,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 20:16:00,"flood",NA,"GEL",NA,NA,NA
"645","782","IS","ISCO","9.0","DOC",1,7.839,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 20:16:00,"flood",NA,"GEL",NA,NA,NA
"646","783","IS","ISCO","11.0","DOC",1,8.238,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 20:46:00,"flood",NA,"GEL",NA,NA,NA
"647","784","IS","ISCO","11.0","DOC",1,7.963,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 20:46:00,"flood",NA,"GEL",NA,NA,NA
"648","785","IS","ISCO","12.0","DOC",1,8.384,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 21:01:00,"flood",NA,"GEL",NA,NA,NA
"649","786","IS","ISCO","12.0","DOC",1,8.088,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 21:01:00,"flood",NA,"GEL",NA,NA,NA
"650","787","IS","ISCO","13.0","DOC",1,9.076,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 21:46:00,"flood",NA,"GEL",NA,NA,NA
"651","788","IS","ISCO","13.0","DOC",1,8.634,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 21:46:00,"flood",NA,"GEL",NA,NA,NA
"652","789","IS","ISCO","14.0","DOC",1,8.659,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 22:46:00,"flood",NA,"GEL",NA,NA,NA
"653","790","IS","ISCO","14.0","DOC",1,8.723,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 22:46:00,"flood",NA,"GEL",NA,NA,NA
"654","791","IS","ISCO","15.0","DOC",1,8.467,"mg/L","1.0",2021-08-14,2021-08-14,1899-12-31 23:46:00,"flood",NA,"GEL",NA,NA,NA
"655","792","IS","ISCO","15.0","DOC",1,8.695,"mg/L","2.0",2021-08-14,2021-08-14,1899-12-31 23:46:00,"flood",NA,"GEL",NA,NA,NA
"656","793","IS","ISCO","20.0","DOC",1,8.883,"mg/L","1.0",2021-08-14,2021-08-15,1899-12-31 04:46:00,"flood",NA,"GEL",NA,NA,NA
"657","794","IS","ISCO","20.0","DOC",1,8.635,"mg/L","2.0",2021-08-14,2021-08-15,1899-12-31 04:46:00,"flood",NA,"GEL",NA,NA,NA
"658","795","IS","ISCO","21.0","DOC",1,8.788,"mg/L","1.0",2021-08-14,2021-08-15,1899-12-31 05:46:00,"flood",NA,"GEL",NA,NA,NA
"659","796","IS","ISCO","21.0","DOC",1,8.522,"mg/L","2.0",2021-08-14,2021-08-15,1899-12-31 05:46:00,"flood",NA,"GEL",NA,NA,NA
"660","940","CC","ISCO","6.0","DOC",1,7.055,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 03:48:00,"flood",NA,"GEL",NA,NA,NA
"661","941","CC","ISCO","7.0","DOC",1,5.916,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 04:03:00,"flood",NA,"GEL",NA,NA,NA
"662","942","SS","ISCO","4.0","DOC",1,12.7,"mg/L","1.0",2021-08-16,2021-08-17,1899-12-31 03:00:00,"flood",NA,"GEL",NA,NA,NA
"663","943","SS","ISCO","4.0","DOC",1,13.85,"mg/L","2.0",2021-08-16,2021-08-17,1899-12-31 03:00:00,"flood",NA,"GEL",NA,NA,NA
"664","944","SS","ISCO","6.0","DOC",1,17.55,"mg/L","1.0",2021-08-16,2021-08-17,1899-12-31 03:30:00,"flood",NA,"GEL",NA,NA,NA
"665","945","SS","ISCO","6.0","DOC",1,16.87,"mg/L","2.0",2021-08-16,2021-08-17,1899-12-31 03:30:00,"flood",NA,"GEL",NA,NA,NA
"666","946","SS","ISCO","7.0","DOC",1,17.66,"mg/L","1.0",2021-08-16,2021-08-17,1899-12-31 03:45:00,"flood",NA,"GEL",NA,NA,NA
"667","947","SS","ISCO","7.0","DOC",1,18.87,"mg/L","2.0",2021-08-16,2021-08-17,1899-12-31 03:45:00,"flood",NA,"GEL",NA,NA,NA
"668","948","SS","GRAB",NA,"DOC",1,6.751,"mg/L","1.0",2021-10-05,2021-10-06,1899-12-31 11:00:00,"flood",NA,"GEL",NA,NA,NA
"669","1005","RC","ISCO","11.0","DOC",1,7.276,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 15:54:00,"flood",NA,"GEL",NA,NA,NA
"670","1006","SS","ISCO","2.0","DOC",1,10.12,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 16:50:00,"flood",NA,"GEL",NA,NA,NA
"671","1007","SS","ISCO","7.0","DOC",1,9.247,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 18:05:00,"flood",NA,"GEL",NA,NA,NA
"672","1008","SS","ISCO","2.0","DOC",1,12.58,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 16:50:00,"flood",NA,"GEL",NA,NA,NA
"673","1009","CC","ISCO","23.0","DOC",1,10.18,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 21:56:00,"flood",NA,"GEL",NA,NA,NA
"674","1010","CC","ISCO","23.0","DOC",1,10.13,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 21:56:00,"flood",NA,"GEL",NA,NA,NA
"675","1011","RC","ISCO","7.0","DOC",1,5.371,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 15:29:00,"flood",NA,"GEL",NA,NA,NA
"676","1012","RC","ISCO","7.0","DOC",1,7.656,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 15:29:00,"flood",NA,"GEL",NA,NA,NA
"677","1013","RC","ISCO","8.0","DOC",1,4.88,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 15:44:00,"flood",NA,"GEL",NA,NA,NA
"678","1014","RC","ISCO","8.0","DOC",1,6.607,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 15:44:00,"flood",NA,"GEL",NA,NA,NA
"679","1015","SS","ISCO","7.0","DOC",1,10.76,"mg/L","2.0",2021-07-25,2021-07-26,1899-12-31 18:05:00,"flood",NA,"GEL",NA,NA,NA
"680","1016","MW","ISCO","5.0","DOC",1,8.474,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 16:13:00,"flood",NA,"GEL",NA,NA,NA
"681","1017","RC","ISCO","5.0","DOC",1,7.48,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 14:59:00,"flood",NA,"GEL",NA,NA,NA
"682","1018","RC","ISCO","5.0","DOC",1,6.063,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 14:59:00,"flood",NA,"GEL",NA,NA,NA
"683","1019","RC","ISCO","6.0","DOC",1,4.878,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 15:14:00,"flood",NA,"GEL",NA,NA,NA
"684","1020","RC","ISCO","6.0","DOC",1,5.534,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 15:14:00,"flood",NA,"GEL",NA,NA,NA
"685","1021","MW","ISCO","15.0","DOC",1,10.06,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 20:14:00,"flood",NA,"GEL",NA,NA,NA
"686","1022","MW","ISCO","15.0","DOC",1,8.81,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 20:14:00,"flood",NA,"GEL",NA,NA,NA
"687","1023","MW","ISCO","8.0","DOC",1,8.004,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 16:58:00,"flood",NA,"GEL",NA,NA,NA
"688","1024","MW","ISCO","5.0","DOC",1,8.007,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 16:13:00,"flood",NA,"GEL",NA,NA,NA
"689","1025","MW","ISCO","8.0","DOC",1,8.98,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 16:58:00,"flood",NA,"GEL",NA,NA,NA
"690","1026","MW","ISCO","23.0","DOC",1,10.29,"mg/L","1.0",2021-07-25,2021-07-26,1899-12-31 04:13:00,"flood",NA,"GEL",NA,NA,NA
"691","1027","MW","ISCO","22.0","DOC",1,13.38,"mg/L","1.0",2021-07-25,2021-07-26,1899-12-31 03:13:00,"flood",NA,"GEL",NA,NA,NA
"692","1028","MW","ISCO","16.0","DOC",1,9.744,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 21:13:00,"flood",NA,"GEL",NA,NA,NA
"693","1029","MW","ISCO","6.0","DOC",1,8.12,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 16:28:00,"flood",NA,"GEL",NA,NA,NA
"694","1030","MW","ISCO","6.0","DOC",1,9.098,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 16:28:00,"flood",NA,"GEL",NA,NA,NA
"695","1031","CC","ISCO","11.0","DOC",1,7.581,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 11:25:00,"flood",NA,"GEL",NA,NA,NA
"696","1032","CC","ISCO","11.0","DOC",1,7.545,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 11:25:00,"flood",NA,"GEL",NA,NA,NA
"697","1033","CC","ISCO","17.0","DOC",1,20.55,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 11:10:00,"flood",NA,"GEL",NA,NA,NA
"698","1034","CC","ISCO","10.0","DOC",1,8.053,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 11:10:00,"flood",NA,"GEL",NA,NA,NA
"699","1035","CC","ISCO","10.0","DOC",1,7.344,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 11:10:00,"flood",NA,"GEL",NA,NA,NA
"700","1036","CC","ISCO","20.0","DOC",1,8.325,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"701","1037","CC","ISCO","20.0","DOC",1,9.134,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"702","1038","CC","ISCO","13.0","DOC",1,7.105,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 11:56:00,"flood",NA,"GEL",NA,NA,NA
"703","1039","CC","ISCO","13.0","DOC",1,7.341,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 11:56:00,"flood",NA,"GEL",NA,NA,NA
"704","1040","CC","ISCO","17.0","DOC",1,10.51,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 15:56:00,"flood",NA,"GEL",NA,NA,NA
"705","1041","RC","ISCO","2.0","DOC",1,6.947,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 14:14:00,"flood",NA,"GEL",NA,NA,NA
"706","1042","RC","ISCO","3.0","DOC",1,6.793,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 14:29:00,"flood",NA,"GEL",NA,NA,NA
"707","1043","RC","ISCO","2.0","DOC",1,6.467,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 14:14:00,"flood",NA,"GEL",NA,NA,NA
"708","1044","CC","ISCO","19.0","DOC",1,8.836,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 17:56:00,"flood",NA,"GEL",NA,NA,NA
"709","1045","CC","ISCO","19.0","DOC",1,10.92,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 17:56:00,"flood",NA,"GEL",NA,NA,NA
"710","1046","BMW","ISCO","12.0","DOC",1,47.93,"mg/L","1.0",2021-07-31,2021-07-31,1899-12-31 04:27:00,"flood",NA,"GEL",NA,NA,NA
"711","1047","CC","ISCO","19.0","DOC",1,10.11,"mg/L","2.0",2021-07-25,2021-07-26,1899-12-31 01:20:00,"flood",NA,"GEL",NA,NA,NA
"712","1048","RC","ISCO","4.0","DOC",1,7.441,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 14:44:00,"flood",NA,"GEL",NA,NA,NA
"713","1049","RC","ISCO","3.0","DOC",1,7.771,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 14:29:00,"flood",NA,"GEL",NA,NA,NA
"714","1050","RC","ISCO","4.0","DOC",1,6.839,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 14:44:00,"flood",NA,"GEL",NA,NA,NA
"715","1051","BMW","ISCO","15.0","DOC",1,46.94,"mg/L","1.0",2021-07-31,2021-07-31,1899-12-31 06:42:00,"flood",NA,"GEL",NA,NA,NA
"716","1052","BMW","ISCO","11.0","DOC",1,45.68,"mg/L","2.0",2021-07-31,2021-07-31,1899-12-31 04:12:00,"flood",NA,"GEL",NA,NA,NA
"717","1053","BMW","ISCO","15.0","DOC",1,46.63,"mg/L","2.0",2021-07-31,2021-07-31,1899-12-31 06:42:00,"flood",NA,"GEL",NA,NA,NA
"718","1054","BMW","ISCO","11.0","DOC",1,47.59,"mg/L","1.0",2021-07-31,2021-07-31,1899-12-31 04:12:00,"flood",NA,"GEL",NA,NA,NA
"719","1055","BMW","ISCO","12.0","DOC",1,49.36,"mg/L","2.0",2021-07-31,2021-07-31,1899-12-31 04:27:00,"flood",NA,"GEL",NA,NA,NA
"720","1056","CC","ISCO","11.0","DOC",1,9.707,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"721","1057","CC","ISCO","10.0","DOC",1,9.572,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 18:35:00,"flood",NA,"GEL",NA,NA,NA
"722","1058","CC","ISCO","10.0","DOC",1,8.981,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 18:35:00,"flood",NA,"GEL",NA,NA,NA
"723","1059","CC","ISCO","7.0","DOC",1,6.898,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 17:50:00,"flood",NA,"GEL",NA,NA,NA
"724","1060","CC","ISCO","7.0","DOC",1,9.14,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 17:50:00,"flood",NA,"GEL",NA,NA,NA
"725","1061","CC","ISCO","5.0","DOC",1,10.25,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 17:20:00,"flood",NA,"GEL",NA,NA,NA
"726","1062","CC","ISCO","5.0","DOC",1,9.078,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 17:20:00,"flood",NA,"GEL",NA,NA,NA
"727","1063","CC","ISCO","4.0","DOC",1,6.678,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 17:05:00,"flood",NA,"GEL",NA,NA,NA
"728","1064","CC","ISCO","4.0","DOC",1,9.813,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 17:05:00,"flood",NA,"GEL",NA,NA,NA
"729","1065","CC","ISCO","11.0","DOC",1,9.853,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"730","1066","CC","ISCO","15.0","DOC",1,15.95,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"731","1067","CC","ISCO","8.0","DOC",1,7.824,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 18:05:00,"flood",NA,"GEL",NA,NA,NA
"732","1068","CC","ISCO","8.0","DOC",1,5.841,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 18:05:00,"flood",NA,"GEL",NA,NA,NA
"733","1069","CC","ISCO","9.0","DOC",1,9.126,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 18:20:00,"flood",NA,"GEL",NA,NA,NA
"734","1070","CC","ISCO","9.0","DOC",1,7.637,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 18:20:00,"flood",NA,"GEL",NA,NA,NA
"735","1071","CC","ISCO","15.0","DOC",1,16.05,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"736","1072","CC","ISCO","14.0","DOC",1,7.685,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 20:20:00,"flood",NA,"GEL",NA,NA,NA
"737","1073","CC","ISCO","14.0","DOC",1,8.574,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 20:20:00,"flood",NA,"GEL",NA,NA,NA
"738","1074","CC","ISCO","16.0","DOC",1,9.628,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"739","1075","CC","ISCO","16.0","DOC",1,8.766,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"740","1076","CC","ISCO","18.0","DOC",1,10.41,"mg/L","1.0",2021-07-25,2021-07-26,1900-01-01 00:20:00,"flood",NA,"GEL",NA,NA,NA
"741","1077","CC","ISCO","18.0","DOC",1,8.02,"mg/L","2.0",2021-07-25,2021-07-26,1900-01-01 00:20:00,"flood",NA,"GEL",NA,NA,NA
"742","1078","CC","ISCO","13.0","DOC",1,7.846,"mg/L","2.0",2021-07-25,2021-07-25,1899-12-31 19:20:00,"flood",NA,"GEL",NA,NA,NA
"743","1079","CC","ISCO","13.0","DOC",1,10.14,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 19:20:00,"flood",NA,"GEL",NA,NA,NA
"744","1080","CC","ISCO","17.0","DOC",1,9.437,"mg/L","1.0",2021-07-25,2021-07-25,1899-12-31 23:20:00,"flood",NA,"GEL",NA,NA,NA
"745","1081","RC","ISCO","11.0","DOC",1,8.66,"mg/L","2.0",2021-07-25,2021-07-26,1899-12-31 15:54:00,"flood",NA,"GEL",NA,NA,NA
"746","1082","CC","ISCO","19.0","DOC",1,10.75,"mg/L","1.0",2021-07-25,2021-07-26,1899-12-31 01:20:00,"flood",NA,"GEL",NA,NA,NA
"747","1083","RC","ISCO","10.0","DOC",1,8.492,"mg/L","2.0",2021-07-25,2021-07-26,1899-12-31 15:39:00,"flood",NA,"GEL",NA,NA,NA
"748","1084","RC","ISCO","10.0","DOC",1,9.319,"mg/L","1.0",2021-07-25,2021-07-26,1899-12-31 15:39:00,"flood",NA,"GEL",NA,NA,NA
"749","1810","RC","ISCO","12.0","DOC",1,7.816,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 04:44:00,"flood",NA,"GEL",NA,NA,NA
"750","1810","RC","ISCO","12.0","DOC",1,7.331,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 04:44:00,"flood",NA,"GEL",NA,NA,NA
"751","1813","RC","ISCO","10.0","DOC",1,5.429,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 04:14:00,"flood",NA,"GEL",NA,NA,NA
"752","1813","RC","ISCO","10.0","DOC",1,8.238,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 04:14:00,"flood",NA,"GEL",NA,NA,NA
"753","1814","RC","ISCO","11.0","DOC",1,7.636,"mg/L","1.0",2021-09-01,2021-09-01,1899-12-31 04:29:00,"flood",NA,"GEL",NA,NA,NA
"754","1814","RC","ISCO","11.0","DOC",1,7.002,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 04:29:00,"flood",NA,"GEL",NA,NA,NA
"755","1826","RC","ISCO","17.0","DOC",1,9.127,"mg/L","2.0",2021-09-01,2021-09-01,1899-12-31 09:14:00,"flood",NA,"GEL",NA,NA,NA
"756","1866","SS","GRAB",NA,"DOC",1,1.885,"mg/L","7.0",NA,2022-05-18,1899-12-31 08:30:00,"baseflow","D0","GEL",NA,NA,NA
"757","1866","SS","GRAB",NA,"DOC",1,2,"mg/L","8.0",NA,2022-05-18,1899-12-31 08:30:00,"baseflow","D0","GEL",NA,NA,NA
"758","1867","BMW","GRAB",NA,"DOC",1,2.266,"mg/L","7.0",NA,2022-05-18,1899-12-31 10:15:00,"baseflow","Lability D0","GEL",NA,NA,NA
"759","1867","BMW","GRAB",NA,"DOC",1,2.355,"mg/L","8.0",NA,2022-05-18,1899-12-31 10:15:00,"baseflow","Lability D0","GEL",NA,NA,NA
"760","797","SS","GRAB",NA,"DOC",1,11.94,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 10:14:00,"flood","Lability D0","GEL",NA,NA,NA
"761","798","SS","GRAB",NA,"DOC",1,12.5,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 10:14:00,"flood","Lability D0","GEL",NA,NA,NA
"762","801","CC","GRAB",NA,"DOC",1,9.369,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 08:48:00,"flood","Lability D0","GEL",NA,NA,NA
"763","802","CC","GRAB",NA,"DOC",1,24.44,"mg/L","2.0",2021-08-12,2021-08-12,1899-12-31 08:48:00,"flood","Lability D0","GEL",NA,NA,NA
"764","803","RV","GRAB",NA,"DOC",1,17.28,"mg/L","1.0",2021-08-12,2021-08-12,1899-12-31 08:19:00,"flood","Lability D0","GEL",NA,NA,NA
